#Time [ms]	Frametype	Length [byte]
#_____________________________________________________________
0		I		   1432
40		P		    424
80		P		    453
120		P		    980
160		P		    799
200		P		    999
240		P		   1066
280		P		   1220
320		P		   1417
360		P		   1350
400		P		   1211
440		P		   1102
480		P		   1392
520		P		   1272
560		P		   1284
600		P		   1275
640		P		   1335
680		P		   1263
720		P		   1499
760		P		   1068
800		P		   1460
840		P		   1100
880		P		   1282
920		P		   1161
960		P		   1583
1000		P		   1029
1040		P		   1219
1080		P		   1467
1120		P		   1286
1160		P		   1303
1200		P		   1213
1240		P		   1260
1280		P		   1298
1320		P		   1219
1360		P		   1285
1400		P		   1409
1440		P		   1193
1480		P		   1346
1520		P		   1294
1560		P		   1467
1600		P		   1380
1640		P		   1476
1680		P		   1360
1720		P		   1150
1760		P		   1150
1800		P		    935
1840		P		   1125
1880		P		   1298
1920		P		   1322
1960		P		   1148
2000		P		   1312
2040		P		   1272
2080		P		   1309
2120		P		   1261
2160		P		   1211
2200		P		   1264
2240		P		   1379
2280		P		   1099
2320		P		   1422
2360		P		   1323
2400		P		   1195
2440		P		   1283
2480		P		   1373
2520		P		   1132
2560		P		   1356
2600		P		   1135
2640		P		   1567
2680		P		    996
2720		P		   1385
2760		P		   1213
2800		P		   1237
2840		P		   1444
2880		P		   1272
2920		P		   1257
2960		P		   1202
3000		P		   1397
3040		P		   1232
3080		P		   1208
3120		P		   1417
3160		P		   1249
3200		P		   1153
3240		P		   1367
3280		P		   1259
3320		P		   1277
3360		P		   1195
3400		P		   1592
3440		P		   1022
3480		P		   1252
3520		P		   1431
3560		P		   1105
3600		P		   1319
3640		P		   1354
3680		P		   1390
3720		P		   1171
3760		P		   2489
3800		P		   2009
3840		P		   1774
3880		P		   1431
3920		P		   1230
3960		P		   1207
4000		P		   1291
4040		P		   1268
4080		P		    387
4120		P		    749
4160		P		    933
4200		P		   1062
4240		P		   1100
4280		P		   1115
4320		P		   1420
4360		P		   1240
4400		P		   1108
4440		P		   1266
4480		P		   1428
4520		P		   1114
4560		P		   1578
4600		P		   1188
4640		P		   1282
4680		P		   1180
4720		P		   1276
4760		P		   1253
4800		P		   1254
4840		P		   1403
4880		P		   1188
4920		P		   1353
4960		P		   1222
5000		P		   1276
5040		P		   1326
5080		P		   1191
5120		P		   1285
5160		P		   1309
5200		P		   1382
5240		P		   1184
5280		P		   1246
5320		P		   1279
5360		P		   1307
5400		P		   1293
5440		P		   1525
5480		P		    964
5520		P		   1399
5560		P		   1248
5600		P		   1258
5640		P		   1206
5680		P		   1470
5720		P		   1143
5760		P		   1176
5800		P		   1396
5840		P		   1218
5880		P		   1355
5920		P		   1095
5960		P		   1333
6000		P		   3049
6040		P		   1719
6080		P		   1679
6120		P		   1809
6160		P		   1481
6200		P		   1097
6240		P		    472
6280		P		    280
6320		P		    290
6360		P		    302
6400		P		   1932
6440		I		   1997
6480		P		    452
6520		P		   1347
6560		P		   1067
6600		P		   1344
6640		P		   1157
6680		P		   1192
6720		P		   1416
6760		P		   1330
6800		P		   1263
6840		P		   1254
6880		P		   1167
6920		P		   1342
6960		P		   1273
7000		P		   1311
7040		P		   1338
7080		P		   1176
7120		P		   1312
7160		P		   1263
7200		P		   1377
7240		P		   1179
7280		P		   1317
7320		P		   1222
7360		P		   1497
7400		P		   1095
7440		P		   1272
7480		P		   1286
7520		P		   1261
7560		P		   1317
7600		P		   1358
7640		P		   1138
7680		P		   1505
7720		P		   1083
7760		P		   1322
7800		P		   1347
7840		P		   1295
7880		P		   1231
7920		P		   1269
7960		P		   1354
8000		P		   1147
8040		P		   1323
8080		P		   1287
8120		P		   1314
8160		P		   1219
8200		P		   1206
8240		P		   1643
8280		P		   1800
8320		P		    353
8360		P		   1438
8400		P		   1270
8440		P		   1250
8480		P		   1328
8520		P		   1357
8560		P		   1146
8600		P		   1299
8640		P		   1335
8680		P		   1287
8720		P		   1155
8760		P		   1324
8800		P		   1349
8840		P		   1188
8880		P		   1321
8920		P		   1425
8960		P		   1281
9000		P		   1112
9040		P		   2142
9080		P		    458
9120		P		   1309
9160		P		   1054
9200		P		   1241
9240		P		   1225
9280		P		   1317
9320		P		   1406
9360		P		   1213
9400		P		   1213
9440		P		   1376
9480		P		   1202
9520		P		   1233
9560		P		   2030
9600		P		    379
9640		P		   1488
9680		P		   1258
9720		P		   1168
9760		P		   1309
9800		P		   1395
9840		P		   1279
9880		P		   1278
9920		P		   1230
9960		P		   1209
10000		P		   1329
10040		P		   1399
10080		P		   1117
10120		P		   1271
10160		P		   1274
10200		P		   1266
10240		P		   1334
10280		P		   1365
10320		P		   1057
10360		P		   1545
10400		P		   1161
10440		P		   1095
10480		P		   1575
10520		P		   1132
10560		P		   1280
10600		P		   1309
10640		P		   1257
10680		P		   1237
10720		P		   1243
10760		P		   1252
10800		P		   1706
10840		P		   1112
10880		P		   1205
10920		P		   1239
10960		P		   1358
11000		P		   1235
11040		P		   1162
11080		P		   1345
11120		P		   1323
11160		P		   1202
11200		P		   1248
11240		P		   1389
11280		P		   1141
11320		P		   1329
11360		P		   1348
11400		P		   1196
11440		P		   1413
11480		P		   1221
11520		P		   1408
11560		P		   1131
11600		P		   1518
11640		P		   1065
11680		P		   1346
11720		P		   1220
11760		P		   1313
11800		P		   1423
11840		P		   1144
11880		P		   1288
11920		P		   1253
11960		P		   1279
12000		P		   1298
12040		P		   1268
12080		P		   1278
12120		P		   1325
12160		P		   1237
12200		P		   1277
12240		P		   1285
12280		P		   1230
12320		P		   1363
12360		P		   1109
12400		P		   1266
12440		P		   1303
12480		P		   1256
12520		P		   1251
12560		P		   1587
12600		P		   1141
12640		P		   1184
12680		P		   1291
12720		P		   1328
12760		P		   1329
12800		P		   1269
12840		P		   1279
12880		P		   1133
12920		P		   1242
12960		P		   1593
13000		P		   1193
13040		P		   1167
13080		P		   1301
13120		P		   1297
13160		P		   1246
13200		P		   1312
13240		P		   2418
13280		P		    530
13320		P		   1121
13360		P		   1265
13400		P		   1440
13440		P		   1021
13480		P		   1543
13520		P		   1251
13560		P		   1228
13600		P		   1379
13640		P		   1079
13680		P		   1490
13720		P		   1137
